HTS code,Description
8486.30,Machines and apparatus for the manufacture of flat panel displays
8486.40,Machines and apparatus specified in Note9 C to chapter 84
8486.90,"Parts and accessories for machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays, and for machines and apparatus specified in note 9 C to chapter 84, n.e.s."
8487.10,Ships' or boats' propellers and blades therefor
8487.90,"Parts of machinery of chapter 84, not intended for a specific purpose, n.e.s."
8501.10,"Motors of an output = 37,5 W"
8501.20,"Universal AC-DC motors of an output 37,5 W"
8501.31,"DC motors of an output 37,5 W but = 750 W and DC generators of an output = 750 W"
8501.32,DC motors and DC generators of an output 750 W but = 75 kW
8501.33,DC motors and DC generators of an output 75 kW but = 375 kW
8501.34,DC motors and DC generators of an output 375 kW
8501.40,"AC motors, single-phase, of an output 37,5 W"
8501.51,"AC motors, multi-phase, of an output 37,5 W but = 750 W"
8501.52,"AC motors, multi-phase, of an output 750 W but = 75 kW"
8501.53,"AC motors, multi-phase, of an output 75 kW"
8501.61,"AC generators ""alternators"", of an output = 75 kVA"
8501.62,"AC generators ""alternators"", of an output 75 kVA but = 375 kVA"
8501.63,"AC generators ""alternators"", of an output 375 kVA but = 750 kVA"
8501.64,"AC generators ""alternators"", of an output 750 kVA"
8502.11,"Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output = 75 kVA"
8502.12,"Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output 75 kVA but = 375 kVA"
8502.13,"Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output 375 kVA"
8502.20,Generating sets with spark-ignition internal combustion piston engine
8502.31,"Generating sets, wind-powered"
8502.39,Generating sets (excluding wind-powered and powered by spark-ignition internal combustion piston engine)
8502.40,Electric rotary converters
8503.00,"Parts suitable for use solely or principally with electric motors and generators, electric generating sets and rotary converters, n.e.s."
8504.10,Ballasts for discharge lamps or tubes
8504.21,"Liquid dielectric transformers, having a power handling capacity = 650 kVA"
8504.22,"Liquid dielectric transformers, having a power handling capacity 650 kVA but = 10.000 kVA"
8504.23,"Liquid dielectric transformers, having a power handling capacity 10.000 kVA"
8504.31,Transformers having a power handling capacity = 1 kVA (excluding liquid dielectric transformers)
8504.32,"Transformers, having a power handling capacity 1 kVA but = 16 kVA (excluding liquid dielectric transformers)"
8504.33,Transformers having a power handling capacity 16 kVA but = 500 kVA (excluding liquid dielectric transformers)
8504.34,Transformers having a power handling capacity 500 kVA (excluding liquid dielectric transformers)
8504.40,Static converters
8504.50,Inductors (excluding inductors for discharge lamps or tubes)
8504.90,"Parts of electrical transformers and inductors, n.e.s."
8505.11,"Permanent magnets of metal and articles intended to become permanent magnets after magnetization (excluding chucks, clamps and similar holding devices)"
8505.19,"Permanent magnets and articles intended to become permanent magnets after magnetization, of materials other than metal"
8505.20,"Electromagnetic couplings, clutches and brakes"
8505.90,"Electromagnets and electromagnetic lifting heads, and their parts (excluding magnets for medical use); electromagnetic or permanent magnet chucks, clamps and similar holding devices and their parts, n.e.s."
8506.10,Manganese dioxide cells and batteries (excluding spent)
8506.30,Mercuric oxide cells and batteries (excluding spent)
8506.40,Silver oxide cells and batteries (excluding spent)
8506.50,Lithium cells and batteries (excluding spent)
8506.60,Air-zinc cells and batteries (excluding spent)
8506.80,"Primary cells and primary batteries, electric (excluding spent, and those of silver oxide, mercuric oxide, manganese dioxide, lithium and air-zinc)"
8506.90,"Parts of primary cells and primary batteries, n.e.s."
8507.10,"Lead-acid accumulators of a kind used for starting piston engine ""starter batteries"" (excluding spent)"
8507.20,Lead acid accumulators (excluding spent and starter batteries)
8507.30,Nickel-cadmium accumulators (excluding spent)
8507.40,Nickel-iron accumulators (excluding spent)
8507.50,Nickel-metal hydride accumulators (excluding spent)
8507.60,Lithium-ion accumulators (excluding spent)
8507.80,"Electric accumulators (excluding spent and lead-acid, nickel-cadmium, nickel-iron, nickel-metal hydride and lithium-ion accumulators)"
8507.90,"Plates, separators and other parts of electric accumulators, n.e.s."
8508.11,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, power = 1500W and having a dust bag or other receptacle capacity = 20l"
8508.19,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor ( excluding of a power = 1500W and having a dust bag or other receptacle capacity = 20l)"
8508.60,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners (excluding with self-contained electric motor)"
8508.70,"Parts of vacuum cleaners, dry cleaners and wet vacuum cleaners, n.e.s."
8509.40,"Domestic food grinders and mixers and fruit or vegetable juice extractors, with self-contained electric motor"
8509.80,"Electromechanical domestic appliances, with self-contained electric motor (excluding vacuum cleaners, dry and wet vacuum cleaners, food grinders and mixers, fruit or vegetable juice extractors, and hair-removing appliances)"
8509.90,"Parts of electromechanical domestic appliances, with self-contained electric motor, n.e.s. (excluding of vacuum cleaners, dry and wet vacuum cleaners)"
8510.10,"Shavers, electric"
8510.20,Hair clippers with self-contained electric motor
8510.30,Hair-removing appliances with self-contained electric motor
8510.90,"Parts of electric shavers, hair clippers and hair-removing appliances, with self-contained electric motor, n.e.s."
8511.10,Sparking plugs of a kind used for spark-ignition or compression-ignition internal combustion engines
8511.20,"Ignition magnetos, magneto-dynamos and magnetic flywheels, for spark-ignition or compression-ignition internal combustion engines"
8511.30,Distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal combustion engines
8511.40,Starter motors and dual purpose starter-generators of a kind used for spark-ignition or compression-ignition internal combustion engines
8511.50,Generators of a kind used for internal combustion engines (excluding magneto dynamos and dual purpose starter-generators)
8511.80,"Electrical ignition or starting equipment, incl. cut-outs, of a kind used for spark-ignition or compression-ignition internal combustion engines (excluding generators, starter motors, distributors, ignition coils, ignition magnetos, magnetic flywheels and sparking plugs)"
8511.90,"Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s."
8512.10,Electric lighting or visual signalling equipment of a kind used for bicycles (other than lamps of heading 8539)
8512.20,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading 8539)
8512.30,Electrical sound signalling equipment for cycles or motor vehicles
8512.40,"Electrical windscreen wipers, defrosters and demisters, for motor vehicles"
8512.90,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters of a kind used for cycles and motor vehicles, n.e.s."
8513.10,Portable electrical lamps designed to function by their own source of energy
8513.90,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s."
8514.10,Resistance heated industrial or laboratory furnaces and ovens (excluding drying ovens)
8514.20,Furnaces and ovens functioning by induction or dielectric loss
8514.30,"Electric industrial or laboratory furnaces and ovens (excluding resistance heated, induction, dielectric and drying furnaces and ovens)"
8514.40,Equipment for the heat treatment of materials by induction or dielectric loss (excluding ovens and furnaces)
8514.90,"Parts of electric industrial or laboratory furnaces and ovens, incl. of those functioning by induction or dielectric loss, and of industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss, n.e.s. (other than for the manufacture of semiconductor devices on semiconductor wafers)"
8515.11,"Soldering irons and guns, electric"
8515.19,Brazing or soldering machines (excluding soldering irons and guns)
8515.21,Fully or partly automatic machines for resistance welding of metals
8515.29,"Machines for resistance welding of metals, neither fully nor partly automatic"
8515.31,"Fully or partly automatic machines for arc welding of metals, incl. plasma arc welding"
8515.39,"Machines for arc welding of metals, incl. plasma arc welding, neither fully nor partly automatic"
8515.80,"Electric machines and apparatus for laser or other light or photon beam, ultrasonic, electron beam, magnetic pulse or plasma arc welding; electric machines and apparatus for hot spraying of metals, metal carbides or cermets (excluding metal spray guns specified elsewhere)"
8515.90,"Parts of machines and apparatus for soldering or welding or for hot spraying of metals, metal carbides or cermets, n.e.s. (excluding wire bonders of a kind used for the manufacture of semiconductor devices)"
8516.10,Electric instantaneous or storage water heaters and immersion heaters
8516.21,"Electric storage heating radiators, for space-heating"
8516.29,Electric space-heating and soil-heating apparatus (excluding storage heating radiators)
8516.31,Electric hairdryers
8516.32,Electro-thermic hairdressing apparatus (excluding hairdryers)
8516.33,Electric hand-drying apparatus
8516.40,Electric smoothing irons
8516.50,Microwave ovens
8516.60,"Electric ovens, cookers, cooking plates and boiling rings, electric grillers and roasters, for domestic use (excluding space-heating stoves and microwave ovens)"
8516.71,"Electro-thermic coffee or tea makers, for domestic use"
8516.72,"Electric toasters, for domestic use"
8516.79,"Electro-thermic appliances, for domestic use (excluding hairdressing appliances and hand dryers, space-heating and soil-heating apparatus, water heaters, immersion heaters, smoothing irons, microwave ovens, ovens, cookers, cooking plates, boiling rings, grillers, roasters, coffee makers, tea makers and toasters)"
8516.80,Electric heating resistors (excluding those of agglomerated coal and graphite)
8516.90,"Parts of electric water heaters, immersion heaters, space-heating apparatus and soil-heating apparatus, hairdressing apparatus and hand dryers, electro-thermic appliances of a kind used for domestic purposes and electric heating resistors, n.e.s."
8517.11,Line telephone sets with cordless handsets
8517.12,"Telephones for cellular networks ""mobile telephones"" or for other wireless networks"
8517.18,Telephone sets (excluding line telephone sets with cordless handsets and telephones for cellular networks or for other wireless networks)
8517.61,"Base stations of apparatus for the transmission or reception of voice, images or other data"
8517.62,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, incl. switching and routing apparatus (excluding telephone sets, telephones for cellular networks or for other wireless networks)"
8517.69,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus for communication in a wired or wireless network [such as a local or wide area network] (excluding telephone sets, telephones for cellular networks or for other wireless networks, base stations, apparatus for the reception, conversion and transmission or regeneration of voice, images or other data, and transmission or reception apparatus of heading8443,8525,8527 or8528)"
8517.70,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and of other apparatus for the transmission or reception of voice, images or other data, n.e.s."
8518.10,Microphones and stands therefor (excluding cordless microphones with built-in transmitter)
8518.21,"Single loudspeakers, mounted in their enclosures"
8518.22,"Multiple loudspeakers, mounted in the same enclosure"
8518.29,"Loudspeakers, without enclosure"
8518.30,"Headphones and earphones, whether or not combined with microphone, and sets consisting of a microphone and one or more loudspeakers (excluding telephone sets, hearing aids and helmets with built-in headphones, whether or not incorporating a microphone)"
8518.40,Audio-frequency electric amplifiers
8518.50,Electric sound amplifier sets
8518.90,"Parts of microphones, loudspeakers, headphones and earphones, earphones, audio-frequency electric amplifiers or electric sound amplifier sets, n.e.s."
8519.20,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens or by other means of payment [juke boxes]"
8519.30,"Turntables ""record-decks"""
8519.50,Telephone answering machines
8519.81,"Sound recording or sound reproducing apparatus, using magnetic, optical or semiconductor media (excluding those operated by coins, banknotes, bank cards, tokens or by other means of payment, turntables and telephone answering machines)"
8519.89,"Sound recording or sound reproducing apparatus (excluding using magnetic, optical or semiconductor media, those operated by coins, banknotes, bank cards, tokens or by other means of payment, turntables and telephone answering machines)"
8521.10,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding video camera recorders)"
8521.90,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding magnetic tape-type and video camera recorders)"
8522.10,Pick-up cartridges
8522.90,Parts and accessories suitable for use solely or principally with sound reproducing and recording apparatus and with video equipment for recording and reproducing pictures and sound (excluding pick-up devices for grooved recording media)
8523.21,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena
8523.29,Magnetic media for the recording of sound or of other phenomena (excluding cards incorporating a magnetic stripe and goods of chapter 37)
8523.41,"Optical media for the recording of sound or of other phenomena, unrecorded (excluding goods of chapter 37)"
8523.49,Optical media for the recording of sound or of other phenomena (excluding unrecorded and goods of chapter 37)
8523.51,"Solid-state, non-volatile data storage devices for recording data from an external source [flash memory cards or flash electronic storage cards] (excluding goods of chapter 37)"
8523.52,"Cards incorporating one or more electronic integrated circuits ""smart cards"""
8523.59,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excluding solid-state non-volatile data storage devices, smart cards and goods of chapter 37)"
8523.80,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices and masters for the production of discs (excluding magnetic, optical and semiconductor media, and products of chapter 37)"
8525.50,"Transmission apparatus for radio-broadcasting or television, not incorporating reception apparatus"
8525.60,"Transmission apparatus for radio-broadcasting or television, incorporating reception apparatus"
8525.80,"Television cameras, digital cameras and video camera recorders"
8526.10,Radar apparatus
8526.91,Radio navigational aid apparatus
8526.92,Radio remote control apparatus
8527.12,"Pocket-size radiocassette players [dimensions = 170 mm x 100 mm x 45 mm], with built-in amplifier, without built-in loudspeakers, capable of operating without an external source of electric power"
8527.13,"Radio-broadcast receivers capable of operating without an external source of power, combined with sound recording or reproducing apparatus (excluding pocket-size radiocassette players)"
8527.19,"Radio-broadcast receivers capable of operating without an external source of power, not combined with sound-reproducing apparatus"
8527.21,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles, combined with sound recording or reproducing apparatus"
8527.29,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles, not combined with sound recording or reproducing apparatus"
8527.91,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing apparatus (excluding those of a kind used in motor vehicles)"
8527.92,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing apparatus but combined with a clock (excluding those of a kind used in motor vehicles)"
8527.99,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing apparatus and not combined with a clock (excluding those of a kind used in motor vehicles)"
8528.42,"Cathode-ray tube monitors ""CRT"" capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471 (excl. with TV receiver)"
8528.49,"Cathode-ray tube monitors, not incorporating television reception apparatus (excluding of a kind solely or principally used in an automatic data-processing machine of heading 8471)"
8528.52,"Monitors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471 (excl. CRT, with TV receiver)"
8528.59,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube and those of a kind solely or principally used in an automatic data-processing machine of heading 8471)"
8528.62,Projectors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471 (excl. with TV receiver)
8528.69,"Projectors, not incorporating television reception apparatus (excluding of a kind solely or principally used in an automatic data-processing machine of heading 8471)"
8528.71,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus, not designed to incorporate a video display or screen"
8528.72,"Reception apparatus for television, colour, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus, designed to incorporate a video display or screen"
8528.73,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus, designed to incorporate a video display or screen"
8529.10,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s."
8529.90,"Parts suitable for use solely or principally with transmission and reception apparatus for radio-broadcasting or television, television cameras,digital cameras, video camera recorders, radar apparatus, radio navigational aid apparatus or radio remote control apparatus, monitors and projectors, n.e.s. (excluding for aerials and aerial reflectors of all kinds)"
8530.10,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding mechanical or electromechanical equipment of heading 8608)"
8530.80,"Electrical signalling, safety or traffic control equipment (excluding that for railways or tramways and mechanical or electromechanical equipment of heading 8608)"
8530.90,"Parts of electrical signalling, safety or traffic control equipment, n.e.s."
8531.10,Burglar or fire alarms and similar apparatus
8531.20,"Indicator panels with liquid crystal devices ""LCD"" or light emitting diodes ""LED"" (excluding those for cycles, motor vehicles and traffic signalling)"
8531.80,"Electric sound or visual signalling apparatus (excluding indicator panels with liquid crystal devices or light emitting diodes, burglar or fire alarms and similar apparatus and apparatus for cycles, motor vehicles and traffic signalling)"
8531.90,"Parts of electric sound or visual signalling apparatus, n.e.s."
8532.10,"Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power-handling capacity of = 0,5 kvar ""power capacitors"""
8532.21,"Fixed electrical capacitors, tantalum (excluding power capacitors)"
8532.22,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)"
8532.23,"Fixed electrical capacitors, ceramic dielectric, single layer (excluding power capacitors)"
8532.24,"Fixed electrical capacitors, ceramic dielectric, multilayer (excluding power capacitors)"
8532.25,"Fixed electrical capacitors, dielectric of paper or plastics (excluding power capacitors)"
8532.29,"Fixed electrical capacitors (excluding tantalum, aluminium electrolytic, ceramic, paper, plastic and power capacitors)"
8532.30,"Variable or adjustable ""pre-set"" electrical capacitors"
8532.90,"Parts of electrical ""pre-set"" capacitors, fixed, variable or adjustable, n.e.s."
8533.10,"Fixed carbon resistors, composition or film types (excluding heating resistors)"
8533.21,Fixed electrical resistors for a power handling capacity = 20 W (excluding heating resistors)
8533.29,Fixed electrical resistors for a power handling capacity 20 W (excluding heating resistors)
8533.31,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling capacity = 20 W (excluding heating resistors)"
8533.39,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling capacity 20 W (excluding heating resistors)"
8533.40,"Electrical variable resistors, incl. rheostats and potentiometers (excluding wirewound variable resistors and heating resistors)"
8533.90,"Parts of electrical resistors, incl. rheostats and potentiometers, n.e.s."
8534.00,Printed circuits
8535.10,Fuses for a voltage 1.000 V
8535.21,"Automatic circuit breakers for a voltage 1.000 V but 72,5 kV"
8535.29,"Automatic circuit breakers for a voltage = 72,5 kV"
8535.30,"Isolating switches and make-and-break switches, for a voltage 1.000 V"
8535.40,"Lightning arresters, voltage limiters and surge suppressors, for a voltage 1.000 V"
8535.90,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits, for a voltage 1.000 V (excluding fuses, automatic circuit breakers, isolating switches, make-and-break switches, lightning arresters, voltage limiters, surge suppressors and control desks, cabinets, panels etc. of heading 8537)"
8536.10,Fuses for a voltage = 1.000 V
8536.20,Automatic circuit breakers for a voltage = 1.000 V
8536.30,Apparatus for protecting electrical circuits for a voltage = 1.000 V (excluding fuses and automatic circuit breakers)
8536.41,Relays for a voltage = 60 V
8536.49,Relays for a voltage 60 V but = 1.000 V
8536.50,Switches for a voltage = 1.000 V (excluding relays and automatic circuit breakers)
8536.61,Lamp holders for a voltage = 1.000 V
8536.69,Plugs and sockets for a voltage = 1.000 V (excluding lamp holders)
8536.70,"Connectors for optical fibres, optical fibre bundles or cables"
8536.90,"Electrical apparatus for switching electrical circuits, or for making connections to or in electrical circuits, for a voltage = 1.000 V (excluding fuses, automatic circuit breakers and other apparatus for protecting electrical circuits, relays and other switches, lamp holders, plugs and sockets)"
8537.10,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution of electricity, for a voltage = 1.000 V"
8537.20,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution of electricity, for a voltage 1.000 V"
8538.10,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not equipped with their apparatus"
8538.90,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, n.e.s. (excluding boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not equipped with their apparatus)"
8539.10,Sealed beam lamp units
8539.21,Tungsten halogen filament lamps (excluding sealed beam lamp units)
8539.22,Filament lamps of a power = 200 W and for a voltage 100 V (excluding tungsten halogen filament lamps and ultraviolet or infra-red lamps)
8539.29,"Filament lamps, electric (excluding tungsten halogen lamps, lamps of a power = 200 W and for a voltage 100 V and ultraiolet or infra-red lamps)"
8539.31,"Discharge lamps, fluorescent, hot cathode"
8539.32,Mercury or sodium vapour lamps; metal halide lamps
8539.39,"Discharge lamps (excluding flourescent, hot cathode lamps, mercury or sodium vapour lamps, metal halide lamps and ultraviolet lamps)"
8539.41,Arc lamps
8539.49,Ultraviolet or infra-red lamps
8539.50,"Light-emitting diode ""LED"" lamps"
8539.90,"Parts of electric filament or discharge lamps, sealed beam lamp units, ultraviolet or infra-red lamps and arc lamps, n.e.s."
8540.11,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, colour"
8540.12,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, black and white or other monochrome, with a screen width-to-height ratio of 1,5 and a diagonal measurement of the screen 72 cm"
8540.20,Television camera tubes; image converters and intensifiers; other photo cathode tubes (excluding cathode ray television picture tubes incl. video monitor cathode ray tubes)
8540.40,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch of 0,4 mm (excluding photo cathode tubes and cathode ray tubes)"
8540.60,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera tubes, image converters or intensifiers, other photo-cathode tubes, black and white or other monochrome data-graphic display tubes and colour data-graphic display tubes with a phosphor dot screen pitch of 0,4 mm)"
8540.71,Magnetrons
8540.79,"Microwave tubes, e.g. travelling wave tubes and carcinotrons (excluding magnetrons and grid-controlled tubes)"
8540.81,"Receiver or amplifier valves and tubes (excluding microwave tubes, photo-cathode tubes and cathode ray tubes)"
8540.89,"Electronic valves and tubes (excluding receiver or amplifier valves and tubes, microwave tubes, photo-cathode tubes, cathode ray tubes, black and white or other monochrome data-graphic display tubes and colour data-graphic display tubes with a phosphor dot screen pitch of 0,4 mm)"
8540.91,"Parts of cathode ray tubes, n.e.s."
8540.99,"Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excluding parts of cathode ray tubes)"
8541.10,Diodes (excluding photosensitive or light emitting diodes)
8541.21,Transistors with a dissipation rate 1 W (excluding photosensitive transistors)
8541.29,Transistors with a dissipation rate = 1 W (excluding photosensitive transistors)
8541.30,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)"
8541.40,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes (excluding photovoltaic generators)"
8541.50,"Semiconductor devices, n.e.s."
8541.60,Mounted piezoelectric crystals
8541.90,"Parts of diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, light emitting diodes and mounted piezoelectric crystals, n.e.s."
8542.31,"Electronic integrated circuits as processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits"
8542.32,Electronic integrated circuits as memories
8542.33,Electronic integrated circuits as amplifiers
8542.39,"Electronic integrated circuits (excluding such as processors, controllers, memories and amplifiers)"
8542.90,"Parts of electronic integrated circuits, n.e.s."
8543.10,"Electrical particle accelerators for electrons, protons, etc. (excluding ion implanters for doping semiconductor materials)"
8543.20,"Signal generators, electrical"
8543.30,"Machines and apparatus for electroplating, electrolysis or electrophoresis"
8543.70,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85"
8543.90,"Parts of electrical machines and apparatus, having individual functions, n.e.s. in chapter 85"
8544.11,"Winding wire for electrical purposes, of copper, insulated"
8544.19,"Winding wire for electrical purposes, of material other than copper, insulated"
8544.20,"Coaxial cable and other coaxial electric conductors, insulated"
8544.30,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships"
8544.42,"Electric conductors for a voltage = 1.000 V, insulated, fitted with connectors, n.e.s."
8544.49,"Electric conductors, for a voltage = 1.000 V, insulated, not fitted with connectors, n.e.s."
8544.60,"Electric conductors, for a voltage 1.000 V, insulated, n.e.s."
8544.70,"Optical fibre cables made up of individually sheathed fibres, whether or not containing electric conductors or fitted with connectors"
8545.11,"Electrodes of graphite or other carbon, for electric furnaces"
8545.19,"Electrodes of graphite or other carbon, for electrical purposes (excluding those used for furnaces)"
8545.20,Carbon brushes for electrical purposes
8545.90,"Articles of graphite or other carbon, for electrical purposes (excluding electrodes and carbon brushes)"
8546.10,Electrical insulators of glass (excluding insulating fittings)
8546.20,Electrical insulators of ceramics (excluding insulating fittings)
8546.90,Electrical insulators (excluding those of glass or ceramics and insulating fittings)
8547.10,"Insulating fittings for electrical purposes, of ceramics"
8547.20,"Insulating fittings for electrical purposes, of plastics"
8547.90,"Insulating fittings for electrical purposes, of materials other than ceramics or plastics; electrical conduit tubing and joints therefor, of base metal lined with insulating material"
8548.10,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators"
8548.90,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter 85"
8601.10,Rail locomotives powered from an external source of electricity
8601.20,Rail locomotives powered by electric accumulators
8602.10,Diesel-electric locomotives
8602.90,Rail locomotives (excluding those powered from an external source of electricity or by accumulators and diesel-electric locomotives)
8603.10,"Self-propelled railway or tramway coaches, vans and trucks, powered from an external source of electricity (excluding those of heading 8604)"
8603.90,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an external source of electricity and those of heading 8604)"
8604.00,"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles"
8605.00,"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose railway or tramway coaches (excluding self-propelled railway or tramway coaches, vans and trucks, railway or tramway maintenance or service vehicles and goods vans and wagons)"
8606.10,Railway or tramway tank wagons and the like (excluding self-propelled)
8606.30,Railway or tramway self-discharging goods vans and wagons (excluding tank wagons and the like and insulated or refrigerated goods vans and wagons)
8606.91,"Railway or tramway goods vans and wagons, covered and closed (excluding self-discharging goods vans and wagons and tank wagons and the like)"
8606.92,"Railway or tramway goods vans and wagons, open, with non-removable sides of a height 60 cm (excluding self-discharging wagons)"
8606.99,"Railway or tramway goods vans and wagons (excluding those specially designed for the transport of highly radioactive materials, tank wagons and the like, insulated, refrigerated or self-discharging goods vans and wagons and open goods vans and wagons with non-removable sides of a height 60 cm)"
8607.11,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock
8607.12,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding driving bogies)
8607.19,"Axles, for electrical purposes, and wheels and parts thereof for railway or tramway locomotives or rolling stock; parts of bogies and bissel-bogies, n.e.s."
8607.21,"Air brakes and parts thereof for railway or tramway locomotives or rolling stock, n.e.s."
8607.29,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling stock, n.e.s."
8607.30,"Hooks and other coupling devices, buffers, and parts thereof, for railway or tramway locomotives or rolling stock, n.e.s."
8607.91,"Parts of railway or tramway locomotives, n.e.s."
8607.99,"Parts of rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s."
8608.00,"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, sections of track and other track fixtures not yet assembled and railway or tramway track construction material); mechanical, incl. electromechanical, signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the foregoing"
8609.00,"Containers, incl. containers for the transport of fluids, specially designed and equipped for carriage by one or more modes of transport"
8701.10,Pedestrian-controlled agricultural tractors and similar tractors for industry (excluding tractor units for articulated lorries)
8701.20,Road tractors for semi-trailers
8701.30,Track-laying tractors (excluding pedestrian-controlled)
8701.91,"Tractors, of an engine power = 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, road tractors for semi-trailers and track-laying tractors)"
8701.92,"Tractors, of an engine power 18 kW but = 37 kW (excl. those of heading 8709, pedestrian-controlled tractors, road tractors for semi-trailers and track-laying tractors)"
8701.93,"Tractors, of an engine power 37 kW but = 75 kW (excl. those of heading 8709, pedestrian-controlled tractors, road tractors for semi-trailers and track-laying tractors)"
8701.94,"Tractors, of an engine power 75 kW but = 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, road tractors for semi-trailers and track-laying tractors)"
8701.95,"Tractors, of an engine power 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, road tractors for semi-trailers and track-laying tractors)"
8702.10,"Motor vehicles for the transport of = 10 persons, incl. driver, with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"""
8702.20,"Motor vehicles for the transport of = 10 persons, incl. driver, with both diesel engine and electric motor as motors for propulsion"
8702.30,"Motor vehicles for the transport of = 10 persons, incl. driver, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion"
8702.40,"Motor vehicles for the transport of = 10 persons, incl. driver, with only electric motor for propulsion"
