HTS code,Description
0305.61,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and offal)"
0305.62,"Cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"", salted or in brine only (excluding fillets and offal)"
0305.63,"Anchovies ""Engraulis spp."", salted or in brine only (excluding fillets and offal)"
0305.64,"Tilapia ""Oreochromis spp."", catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp."", carp ""Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus"", eels ""Anguilla spp."", Nile perch ""Lates niloticus"" and snakeheads ""Channa spp."", salted or in brine only (excluding fillets and offal)"
0305.69,"Fish, salted or in brine only (excluding fillets, offal, herring, cod, anchovies, tilapia, catfish, carp, eels, Nile perch and snakeheads)"
0305.71,"Shark fins, smoked, dried, salted or in brine"
0305.72,"Fish heads, tails and maws, smoked, dried, salted or in brine"
0305.79,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excluding heads, tails, maws and shark fins)"
0306.11,"Frozen rock lobster and other sea crawfish ""Palinurus spp."", ""Panulirus spp."" and ""Jasus spp."", even smoked, whether in shell or not, incl. rock lobster and other sea crawfish in shell, cooked by steaming or by boiling in water"
0306.12,"Frozen lobsters ""Homarus spp."", even smoked, whether in shell or not, incl. lobsters in shell, cooked by steaming or by boiling in water"
0306.14,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming or by boiling in water"
0306.15,"Frozen Norway lobsters ""Nephrops norvegicus"", even smoked, whether in shell or not, incl. lobsters in shell, cooked by steaming or by boiling in water"
0306.16,"Frozen cold-water shrimps and prawns ""Pandalus spp., Crangon crangon"", even smoked, whether in shell or not, incl. shrimps and prawns in shell, cooked by steaming or by boiling in water"
0306.17,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in shell, cooked by steaming or by boiling in water (excluding cold-water shrimps and prawns)"
0306.19,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. crustaceans in shell, cooked beforehand by steaming or by boiling in water (excluding rock lobster and other sea crawfish, lobsters, crabs, Norway lobsters, shrimps and prawns); frozen flours, meals, and pellets of crustaceans, even smoked, fit for human consumption"
0306.31,"Rock lobster and other sea crawfish ""Palinurus spp., Panulirus spp. and Jasus spp."", whether in shell or not, live, fresh or chilled"
0306.32,"Lobsters ""Homarus spp."", whether in shell or not, live, fresh or chilled"
0306.33,"Crabs, whether in shell or not, live, fresh or chilled"
0306.34,"Norway lobsters ""Nephrops norvegicus"", whether in shell or not, live, fresh or chilled"
0306.35,"Cold-water shrimps and prawns ""Pandalus spp., Crangon crangon"", whether in shell or not, live, fresh or chilled"
0306.36,"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps and prawns ""Pandalus spp., Crangon crangon"")"
0306.39,"Crustaceans, fit for human consumption, whether in shell or not, live, fresh or chilled (excl. rock lobster and other sea crawfish, lobsters, crabs, Norway lobsters, shrimps and prawns); flours, meals and pellets of crustaceans, fit for human consumption, fresh or chilled"
0306.91,"Rock lobster and other sea crawfish ""Palinurus spp., Panulirus spp. and Jasus spp."", whether in shell or not, dried, salted, smoked or in brine, incl. in shell, cooked by steaming or by boiling in water"
0306.92,"Lobsters ""Homarus spp."", whether in shell or not, dried, salted, smoked or in brine, incl. lobsters in shell, cooked by steaming or by boiling in water"
0306.93,"Crabs, whether in shell or not, dried, salted, smoked or in brine, incl. crabs in shell, cooked by steaming or by boiling in water"
0306.94,"Norway lobsters ""Nephrops norvegicus"", whether in shell or not, dried, salted, smoked or in brine, incl. lobsters in shell, cooked by steaming or by boiling in water"
0306.95,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones in shell, cooked by steaming or by boiling in water"
0306.99,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in brine, incl. crustaceans in shell, cooked by steaming or by boiling in water (excl. rock lobster and other sea crawfish, lobsters, crabs, Norway lobsters, shrimps and prawns); flours, meals and pellets of crustaceans, dried, salted, smoked or in brine, fit for human consumption"
0307.11,"Oysters, even in shell, live, fresh or chilled"
0307.12,"Oysters, even in shell, frozen"
0307.19,"Oysters, smoked, frozen, dried, salted or in brine"
0307.21,"Live, fresh or chilled, scallops, incl. queen scallops, of the genera Pecten, Chlamys or Placopecten, even in shell"
0307.22,"Scallops, incl. queen scallops, of the genera Pecten, Chlamys or Placopecten, frozen, even in shell"
0307.29,"Scallops, incl. queen scallops, of the genera Pecten, Chlamys or Placopecten, smoked, frozen, dried, salted or in brine, even in shell"
0307.31,"Live, fresh or chilled, not smoked, mussels ""Mytilus spp., Perna spp."", with or without shell"
0307.32,"Mussels ""Mytilus spp., Perna spp."", frozen, even in shell"
0307.39,"Mussels ""Mytilus spp., Perna spp."", smoked, frozen, dried, salted or in brine, with or without shell"
0307.42,"Cuttle fish and squid, live, fresh or chilled, with or without shell"
0307.43,"Cuttle fish and squid, frozen, with or without shell"
0307.49,"Cuttle fish ""Sepia officinalis, Rossia macrosoma, Sepiola spp."" and squid ""Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp."", smoked, frozen, dried, salted or in brine, with or without shell"
0307.51,"Octopus ""Octopus spp."", live, fresh or chilled"
0307.52,"Octopus ""Octopus spp."", frozen"
0307.59,"Octopus ""Octopus spp."", smoked, frozen, dried, salted or in brine"
0307.60,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without shell (excluding sea snails)"
0307.71,"Live, fresh or chilled, even in shell, clams, cockles and ark shells ""families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae"""
0307.72,"Frozen, even in shell, clams, cockles and ark shells ""families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae"""
0307.79,"Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells ""families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae"""
0307.81,"Live, fresh or chilled, even in shell, abalone ""Haliotis spp."""
0307.82,"Live, fresh or chilled, even in shell, stromboid conchs ""Strombus spp."""
0307.83,"Frozen, even in shell, abalone ""Haliotis spp."""
0307.84,"Frozen, even in shell, stromboid conchs ""Strombus spp."""
0307.87,"Smoked, dried, salted or in brine, even in shell, abalone ""Haliotis spp."""
0307.88,"Smoked, dried, salted or in brine, even in shell, stromboid conchs ""Strombus spp."""
0307.91,"Live, fresh or chilled molluscs, fit for human consumption, even in shell (excluding oysters, scallops of the genera Pecten, Chlamys or Placopecten, mussels ""Mytilus spp., Perna spp."", cuttle fish ""Sepia officinalis, Rossia macrosoma, Sepiola spp."", squid ""Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp."", octopus ""Octopus spp."", snails other than sea snails, clams, cockles and ark shells and abalone); fresh or chilled flours, meals and pellets of molluscs, fit for human consumption"
0307.92,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or Placopecten, mussels ""Mytilus spp., Perna spp."", cuttle fish and squid, octopus ""Octopus spp."", snails other than sea snails, clams, cockles and ark shells, abalone and stromboid conchs); flours, meals and pellets of molluscs, frozen, fit for human consumption"
0307.99,"Molluscs, fit for human consumption, even in shell, smoked, frozen, dried, salted or in brine (excluding oysters, scallops of the genera Pecten, Chlamys or Placopecten, mussels ""Mytilus spp., Perna spp."", cuttle fish ""Sepia officinalis, Rossia macrosoma, Sepiola spp."", squid ""Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp."", octopus ""Octopus spp."", snails other than sea snails, clams, cockles and ark shells and abalone); frozen, dried, salted or in brine, flours, meals and pellets of molluscs, fit for human consumption"
0308.11,"Live, fresh or chilled, sea cucumbers ""Stichopus japonicus, Holothurioidea"""
0308.12,"Frozen sea cucumbers ""Stichopus japonicus, Holothuroidea"""
0308.19,"Smoked, frozen, dried, salted or in brine, sea cucumbers ""Stichopus japonicus, Holothurioidea"""
0308.21,"Live, fresh or chilled, sea urchins ""Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus"""
0308.22,"Frozen sea urchins ""Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus"""
0308.29,"Smoked, frozen, dried, salted or in brine, sea urchins ""Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus"""
0308.30,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish ""Rhopilema spp."""
0308.90,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates (excluding crustaceans, molluscs, sea cucumbers, sea urchins and jellyfish); all flours, meals and pellets of aquatic invertebrates other than crustaceans and molluscs, fit for human consumption"
0401.10,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar or other sweetening matter"
0401.20,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing added sugar or other sweetening matter"
0401.40,"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing added sugar or other sweetening matter"
0401.50,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar or other sweetening matter"
0402.10,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%"
0402.21,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened"
0402.29,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, sweetened"
0402.91,"Milk and cream, concentrated but unsweetened (excluding in solid forms)"
0402.99,"Milk and cream, concentrated and sweetened (excluding in solid forms)"
0403.10,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa"
0403.90,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa (excluding yogurt)"
0404.10,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter"
0404.90,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s."
0405.10,Butter (excluding dehydrated butter and ghee)
0405.20,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%"
0405.90,"Fats and oils derived from milk, and dehydrated butter and ghee (excluding natural butter, recombined butter and whey butter)"
0406.10,"Fresh cheese ""unripened or uncured cheese"", incl. whey cheese, and curd"
0406.20,"Grated or powdered cheese, of all kinds"
0406.30,"Processed cheese, not grated or powdered"
0406.40,"Blue-veined cheese and other cheese containing veins produced by ""Penicillium roqueforti"""
0406.90,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese and other cheese containing veins produced by ""Penicillium roqueforti"", and grated or powdered cheese)"
0407.11,"Fertilised eggs for incubation, of domestic fowls"
0407.19,Fertilised birds' eggs for incubation (excluding of domestic fowls)
0407.21,"Fresh eggs of domestic fowls, in shell (excluding fertilised for incubation)"
0407.29,"Fresh birds' eggs, in shell (excluding of domestic fowls, and fertilised for incubation)"
0407.90,"Birds' eggs, in shell, preserved or cooked"
0408.11,"Dried egg yolks, whether or not sweetened"
0408.19,"Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, whether or not sweetened (excluding dried)"
0408.91,"Dried birds' eggs, not in shell, whether or not sweetened (excluding egg yolks)"
0408.99,"Birds' eggs, not in shell, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, whether or not sweetened (excluding dried)"
0409.00,Natural honey
0410.00,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s."
0501.00,"Human hair, unworked, whether or not washed or scoured; waste of human hair"
0502.10,"Pigs', hogs' or boars' bristles and waste of such bristles"
0502.90,Badger and other brush making hair and waste thereof
0504.00,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked"
0505.10,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated for preservation"
0505.90,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, whether or not with trimmed edges, not further worked than cleaned, disinfected or treated for preservation; powder and waste of feathers or parts of feathers (excluding feathers used for stuffing and down)"
0506.10,Ossein and bones treated with acid
0506.90,"Bones and horn-cores and their powder and waste, unworked, defatted, degelatinised or simply prepared (excluding ossein and bones treated with acid and cut to shape)"
0507.10,"Ivory, unworked or simply prepared, its powder and waste (excluding cut to shape)"
0507.90,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared, their powder and waste (excluding cut to shape and ivory)"
0508.00,"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder and waste thereof, unworked or simply prepared but not otherwise worked or cut to shape"
0510.00,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved"
0511.10,Bovine semen
0511.91,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead fish, crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption"
0511.99,"Products of animal origin, n.e.s., dead animals, unfit for human consumption (excluding fish, crustaceans, molluscs or other aquatic invertebrates)"
0601.10,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excluding those used for human consumption and chicory plants and roots)"
0601.20,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots (excluding those used for human consumption and chicory roots of the variety cichorium intybus sativum)"
0602.10,Unrooted cuttings and slips
0602.20,"Edible fruit or nut trees, shrubs and bushes, whether or not grafted"
0602.30,"Rhododendrons and azaleas, grafted or not"
0602.40,"Roses, whether or not grafted"
0602.90,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, corms, crowns and rhizomes, incl. chicory plants and roots, unrooted cuttings and slips, fruit and nut trees, rhododendrons, azaleas and roses)"
0603.11,"Fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes"
0603.12,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes"
0603.13,"Fresh cut orchids and buds, of a kind suitable for bouquets or for ornamental purposes"
0603.14,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes"
0603.15,"Fresh cut lilies ""Lilium spp."" and buds, of a kind suitable for bouquets or for ornamental purposes"
0603.19,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding roses, carnations, orchids, chrysanthemums and lilies)"
0603.90,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes"
